0,1,2
"<p>The Lexington Lions Club proudly presents the <strong>63rd annual Bluegrass Fair</strong> at Lexington's Masterson Station Park for eleven fun-filled nights, showcasing an ""all-new"" entertainment line-up featuring Lady Houdini – The World's Premier Female Escape Artist!</p><p>This year's fair will also feature:</p><ul><li>Sea Lion Splash – which is an exciting, one of a kind traveling sea lion show and exhibit</li><li>Pig racing</li><li>Thrill and kiddie rides and carnival games from Kissel Entertainment</li><li>Nightly live music, exhibits</li><li>And all your Fair-food favorites including funnel cakes, cotton candy, gourmet corndogs, turkey legs, pizza, deep-fried delights, and the best Mexican food in Central Kentucky—in a clean, family-friendly, alcohol-free environment.</li></ul>",{festival},"[""festival"",""music"",""family-friendly"",""rides"",""food"",""entertainment"",""bluegrass"",""animals""]"
"<p>Dieter Roth was a German-Swiss Conceptual artist known for his use of non-traditional materials in making sculptures and installations. Cheese, sausage, and chocolate, among other items, would lend definite odors (not always pleasant ones) during the run of his exhibitions. Roth enjoyed blurring the line between process and product, and his work often questioned assumptions about permanence.</p><p><br></p><p>His practice included drawing, printmaking, books, audio, and multi-media presentations. Roth moved easily between these modes, and he often collaborated with like-minded peers, including Richard Hamilton, Hermann Nitsch, Arnulf Rainer, and Emmett Williams. In the later years of his life, he worked extensively with his son, Björn Roth.</p><p><br></p><p>The prints in this exhibition are from two Roth portfolios,&nbsp;</p><p><em>2 Times 5 Bats&nbsp;</em>and&nbsp;<em>2 Times 5 Trophies</em>, printed as offset lithographs with additional drawings by the artist in graphite. These images show photographic images of sculptural forms (bats and trophies), either solidly balanced or teetering at the edge of possible collapse.</p>",{gallery},"ERROR: HttpException: Unable to get a valid response from third party tag provider: [
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T20:17:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""0"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T20:17:32Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b549504c8a90823-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""428"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 20:16:31 GMT"",
            ""request-id"": ""req_01Cv6aBZjjaqSt5i5M8ntCNk"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""9075ad4320087fa963edef16ac7bc685"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01Cv6aBZjjaqSt5i5M8ntCNk"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of request tokens has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    },
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T20:18:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""0"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T20:18:31Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b54967c39572419-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 20:17:31 GMT"",
            ""request-id"": ""req_01F9ib6Q4SaCyBnmcvmHy4gd"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""ab1840d448504823e4a0512f9e628f8d"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01F9ib6Q4SaCyBnmcvmHy4gd"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    },
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T20:19:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""0"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T20:19:32Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b5497f2ae69388e-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""428"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 20:18:31 GMT"",
            ""request-id"": ""req_01ECYm7DiKZnxYVGyhesAA8K"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""de71f5cbbee5abcbbf2015a2581f2afb"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01ECYm7DiKZnxYVGyhesAA8K"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of request tokens has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    }
]"
"<p>Transylvania University studio art and digital arts and media students showcase their best work in this culminating exhibition.</p><p><br></p><p>Gallery Reception: Monday, Apr. 4, 5 -7 p.m.</p><p><br></p>","{gallery,student}","ERROR: HttpException: Unable to get a valid response from third party tag provider: [
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T20:17:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""0"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T20:17:32Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b549504e94e7fb2-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 20:16:31 GMT"",
            ""request-id"": ""req_016PNgbfofGyHWdjRdjjy3zH"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""76cf93bf92df2cf419458210d1b315c8"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_016PNgbfofGyHWdjRdjjy3zH"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    },
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T20:18:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""0"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T20:18:32Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b54967c3be505cd-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 20:17:31 GMT"",
            ""request-id"": ""req_01YEC6XWAKppvdZ9iCuDrCVR"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""ff11041588e9028c391b28a68ffe9883"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01YEC6XWAKppvdZ9iCuDrCVR"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    },
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T20:19:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""6000"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T20:19:23Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b5497f278d207b7-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 20:18:31 GMT"",
            ""request-id"": ""req_01KvzTBob12SkPLn8ik9ffE6"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""718714b461fb1b9ee28219a781a853a2"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01KvzTBob12SkPLn8ik9ffE6"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    }
]"
"<p>Our American Songbook with Bria Skonberg and Benny Benack III</p><p>This new and highly anticipated touring project from <a href=""https://jazz.org/"" rel=""noopener noreferrer"" target=""_blank"">Jazz at Lincoln Center Presents</a> celebrates the Great American Songbook in all of its playful – and sophisticated – glory, brought to life by two of this generation's brightest stars.</p><p>Each armed with prodigious trumpet talent and vocal charm, Bria and Benny will re-live and re-imagine some of the classic partners in jazz and popular song, including Ella Fitzgerald, Judy Garland and Bing Crosby, and Dean Martin and Peggy Lee.&nbsp;Featuring songs by Gershwin, Ellington, Cole Porter, Irving Berlin and many more and joined by a who's who of New York all-stars, this is an ""unforgettable"" evening of singin' and swingin' with Bria and Benny.</p><p> Featuring:</p><ul><li> Bria Skonberg – Trumpet, Vocals, Co-Music Director</li><li> Benny Benack III – Trumpet, Vocals, Co-Music Director</li><li> Jocelyn Gould – Guitar</li><li> Mathis Picard – Piano</li><li> Mark Lewandowski – Bass</li><li> Charles Goold – Drums</li></ul>","{music,norton-center-50th-season}","[""music"",""jazz"",""vocals"",""trumpet"",""songbook"",""great-american-songbook""]"
"<p><span style=""background-color: transparent;"">Join us for a FREE screening of “Old Lesbians,” a short documentary about queer elders preserving their own herstory! This film showcases the Old Lesbian Oral Herstory Project (OLOHP), an archive of 800+ life stories recorded across the U.S. (plus a handful abroad). We are so excited to bring this film to Lexington!</span></p><p><br></p><p><span style=""background-color: transparent;"">💜 Sunday, July 7 @ 4pm</span></p><p><span style=""background-color: transparent;"">💜 21c Museum Hotel Lexington</span></p><p><span style=""background-color: transparent;"">💜 Completely FREE!</span></p><p><span style=""background-color: transparent;"">💜 </span><a href=""https://www.facebook.com/share/bZXj1RCmMar49LR7/"" rel=""noopener noreferrer"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">Join the Facebook Event!</a></p><p><br></p><p><span style=""background-color: transparent;"">After the screening, there will be a virtual Q&amp;A with director Meghan McDonough and musician Gaye Adegbalola (whose music is featured in the film). Then, following the Q&amp;A, join us for a Happy Hour at Lussi Brown Coffee Bar! ☕️🏳️‍🌈🏳️‍⚧️ We can’t wait to see you there!</span></p><p><br></p><p><br></p>","{film,talk}","[""film"",""documentary"",""lgbtq"",""queer"",""history"",""screening"",""music"",""gallery"",""talk"",""festival""]"
"<p>The illustrious group of child musicians has been delighting music lovers across the globe for six centuries with their purity of tone, distinctive charm and diverse repertoire which includes everything from medieval to contemporary to experimental music. These gifted musicians with voices of unforgettable beauty are part of four touring choirs that hail from dozens of nations and together give over 300 concerts a year around the world.</p><p><em>The Fort Worth Star-Telegram</em> raves ""There's no more gratifying sound than that of children singing. And there's no more polished ensemble of children's voices than the Vienna Boys Choir.""</p>","{music,norton-center-50th-season}","[""music"",""choir"",""children"",""vocals"",""classical"",""touring"",""international""]"
"<p>This exhibition brings together the trompe l’œil sculptures of two established artists who transform clay and plywood into tableaus of everyday items including clothing, branches, envelopes, and bowls of fruit. Their works are likely to be familiar to Lexington audiences, but Isaacs and Shay are being shown together here for the first time.</p><p><br></p><p>Their mastery of craft contributes to a sense of wonder, as they individually take realism to a place where magic seems to reside. Combining techniques of carving and constructing, firing and glazing, their works draw viewers in for intimate experiences of questioning and contemplation.</p><p><br></p><p>Ron Isaacs has said, “I am still fascinated by the old, simple idea of resemblance, the very first idea of art after tools and shelter: that an object made of one material can take on the outward appearance and therefore some of the ‘reality’ of another.” His precise constructions are hard to believe, as billowing vintage fabrics, leather gloves, and various leaves reveal themselves to be all made of painted wood.</p><p><br></p><p>Robert Shay’s ceramic works are often untitled, but they each offer unique combinations of scale and specificity. He explores the history of still life, combining the rough or elegant shapes of oranges, lemons, and limes, with matte and glossy exteriors. The bowls and platters are equally important, offering reflections of the fruit resting in or on them, as well as the approaching observer.</p>",{gallery},"[""sculpture"",""trompe-l'oeil"",""gallery"",""realism"",""ceramic"",""wood"",""still-life""]"
"<p>Year End Show!</p><p>Club Dub opens then 10 Foot Pole and Friends</p><p>You get the hits, the new songs, a cover song to knock your socks off but most importantly ""a bunch of old people hugging""</p><p>Starts on time, ends on time (maybe)</p>",{music},"ERROR: HttpException: Unable to get a valid response from third party tag provider: [
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T20:17:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""1000"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T20:17:30Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b549504c827c97c-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 20:16:31 GMT"",
            ""request-id"": ""req_01WVEWmeiBnC3ZZxhKSUdbT4"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""9d82f6b696f70073b3a01d40151aec9b"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01WVEWmeiBnC3ZZxhKSUdbT4"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    },
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T20:18:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""0"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T20:18:32Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b54967c49463b11-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 20:17:31 GMT"",
            ""request-id"": ""req_01JgHLdPfv2E65iyBDXDACwZ"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""7b8afee2eb93da965cbec6e2f56c7f9a"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01JgHLdPfv2E65iyBDXDACwZ"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    },
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T20:19:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""2000"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T20:19:28Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b5497f2bc84c552-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 20:18:31 GMT"",
            ""request-id"": ""req_01M6U5etLu65H3T8RYxzAzfB"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""bbfafe417a63c579265ce3a8815df68d"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01M6U5etLu65H3T8RYxzAzfB"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    }
]"
"<p>Zainab Johnson is a stand-up comedian, actor and writer from Harlem, NY who was recently hailed by <em>Variety</em> as being a Top 10 Comic To Watch. Zainab's comedy is based on her unique point-of-view, which was shaped growing up as one of thirteen siblings in a Muslim family. Zainab can currently be seen playing the role of Aleesha on the Greg Daniels Amazon series <em>UPLOAD</em> and hosting Netflix's <em>100 Humans</em>, a social experiment where 100 individuals take part in interactive experiments exploring sex, happiness, torture and all the other aspects of being human. Zainab is a regular at the Comedy Cellar in NY as well as the Comedy Store and Improv in LA. She's made appearances on <em>Late Night with Seth Meyers</em>, HBO's <em>All Def Comedy</em>, MTV's <em>Acting Out</em>, and NBC's <em>Last Comic Standing</em>. She had a breakout performance at The Melbourne Comedy Festival and regularly returns to the Just For Laughs festival in Montreal.</p>",{comedy},"[""comedy"",""standup"",""muslim"",""actress"",""writer"",""tv"",""film"",""festival""]"
"<p>Join us on the final leg of the Louisville Orchestra's historic 2023 – 2024 In Harmony tour. Performing with the orchestra under the baton of Teddy Abrams will be the Bluegrass sound of <a href=""https://www.michaelclevelandfiddle.com/"" rel=""noopener noreferrer"" target=""_blank"">Michael Cleveland and Flamekeeper</a>. Widely considered the Bluegrass fiddler of his generation, Cleveland has been recognized 12 times as the <a href=""https://ibma.org/"" rel=""noopener noreferrer"" target=""_blank"">IBMA</a>'s ""Fiddler of the Year"" and in 2018 was inducted into the National Fiddler's Hall of Fame. In 2019, he won a Grammy for his album <em>Tall Fiddler</em>.</p><p><em>The In Harmony Tour has been made possible by The Commonwealth of Kentucky.</em></p><p>General admission is free, however tickets must be reserved in advance. General admission tickets may be reserved online or by phone.</p><p><strong>$150 Diamond Circle Package</strong>: Help us introduce the arts to area youth while unlocking exclusive benefits and experiences. Package includes a $100 donation in support of the Norton Center's <a href=""https://nortoncenter.com/arts-for-the-classroom/"" rel=""noopener noreferrer"" target=""_blank"">ACTS program</a>, premiere seating and an invitation to an exclusive reception and champagne toast with Teddy Abrams.</p>","{music,norton-center-50th-season}","[""music"",""bluegrass"",""orchestra"",""concert"",""festival""]"
"<p>Exhibition Opening and Reception with heavy hors d'oeuvres.  See the artwork produced earlier in the day by local artists who have selected downtown cityscapes to depict.  Enjoy a glass of wine, listen to music and even purchase a piece that takes your eye!  All work will be for sale.  Bid on the fabulous silent auction items.  Vote for People's Choice.  A fun evening enjoying artwork and good company.</p>","{gallery,art}","[""gallery"",""art-exhibition"",""local-artists"",""cityscapes"",""music"",""silent-auction"",""people's-choice""]"
"<p>Seamlessly blending illusion, acrobatics, magic, and whimsy, <a href=""https://www.momix.com/"" rel=""noopener noreferrer"" target=""_blank"">MOMIX</a> sends audiences flying down the rabbit hole in Moses Pendleton's newest creation, ALICE, inspired by Lewis Carroll's classic <em>Alice in Wonderland</em>. ""I don't intend to retell the whole Alice story"" Pendleton says, ""but to use it as a taking off point for invention."" Join this dazzling company on a mind-bending adventure, as Alice encounters time-honored characters including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts and a variety of other surprises. Filled with visual splendor and startling creative movement, Alice reveals that nothing in MOMIX's world is as it seems!</p>","{dance,norton-center-50th-season}","[""dance"",""acrobatics"",""theater"",""whimsy"",""illusion"",""magic""]"
"<p>The <a href=""https://finearts.uky.edu/theatre-dance"" rel=""noopener noreferrer"" target=""_blank"">UK Department of Theatre and Dance</a> presents its 13th Annual Dance Concert, <em>Home</em>.</p><p>Director of the dance program, Susie Thiel, created a new dance theatre work in collaboration with eight dance majors. The dance is presented in a series of short vignettes discussing women's rights and issues past to present. It is told from the perspective of the cast of women students, who range from ages 18 to 22 years old. This is a population that is often not provided with an opportunity to discuss their thoughts on women's issues in a public arena.&nbsp;What is unique about the dance is that the soundscape is created solely from the dancers on the stage, through instrument playing, speaking, and singing bodies. Connected to the concert title ""Home,"" the women performers feel that there is nothing closer to ""home"" than the belief that women rights ARE human rights.</p><p>Each year, the Department of Theatre and Dance brings in a guest artist to teach classes to our students and to set a dance work on the dancers. Chris and Ama Law, creators of <a href=""https://www.kennedy-center.org/artists/p/po-pz/-project-charma/"" rel=""noopener noreferrer"" target=""_blank"">Project Charma</a>, set a hip-hop dance on five dance students. <em>Building the Beat</em> is inspired by Chris' favorite house dancer Mamson (based in France). This celebration allows the audience to witness community building, rhythmic play and the recurrence of circle as connection. The beats heard and the dance forms seen connect humans in a way where there is no choice but to look past differences and build community along with the beat.</p><p>The dancers worked extremely hard during a five-day residency to build the dance. Chris and Ama couldn't be prouder of the cast of five and all the ways they have supported and built each other up while pushing themselves past exhaustion to feel the purpose of our mission and the intricate connections to the music.</p><p><em>Glaciation</em>, created by sophomore student choreographer Ali King, investigates the repercussions of climate change both on the environment and humanity itself. From the rapid melting rate of glaciers to the deterioration of coral reefs, the future of our planet is at great risk. King's work implicates the audience's active role amid this climate crisis, and asks viewers: where do we go from here? With a sculptural quality, the dancers are immersed in a unique fusion of found sound and new music scores that conjure, inhabit, and impact these fragile environments.&nbsp;</p><p>In <em>Rince, Repeat</em>, faculty choreographer Laura Neese merges percussive and soft shoe Irish step dance traditions, and contemporary modern dance, to explore themes of rigidity and freedom, structure, and play, embedded in the vibrant cultural traditions of Irish dance and music. Tied to the concert theme,<em> Home</em>, Neese excavates cultural heritage and artistic lineage. As a longtime company member of Bessie-nominated Darrah Carr Dance, Neese honors Carr’s ModERIN fusion of Irish step and modern dance by sharing the dance, or rince, forward.&nbsp;</p><p>Theresa Bautista is a part-time instructor at the Department of Theatre &amp; Dance and the recipient of the FY21 Al Smith Fellowship Award in Choreography. Her new contemporary ballet, <em>Seeking</em>, blurs the language of classical ballet and contemporary forms to investigate fear in the face of uncertainty, diving into the unknown, and the implications of blindly moving forward.</p>","{dance,theater}","[""dance"",""theater"",""women's-rights"",""hip-hop"",""climate-change"",""contemporary"",""ballet"",""Irish-dance"",""music""]"
"<p>The Dave Brubeck Quartet made a splash in the jazz world of the 1950s with a singular style that put swing into classical music and defined the sound of West Coast cool jazz. More than a hundred years after Brubeck's birth, the Brubeck Brothers Quartet pays tribute to the legendary pianist and bandleader.</p>","{music,norton-center-50th-season}","[""music"",""jazz"",""tribute"",""cool-jazz"",""west-coast-jazz""]"
