0,1,2
<p>w/ William Matheny</p><p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>,{music},"[""music"",""indoor"",""all-ages""]"
"<p>Produced by Live Nation, the <strong>Standing Room Only Tour</strong> will hit arenas across 30+ cities, including a stop in downtown Lexington. Grammy® Award winning singer-songwriter <strong>Carly Pearce</strong> will join.</p><p>Featuring a huge production, his biggest hits, and songs from his forthcoming 17th studio album <em>Standing Room Only</em>, the tour promises the most fun and memories of a lifetime.</p>",{music},"ERROR: HttpException: Unable to get a valid response from third party tag provider: [
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T23:25:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""2000"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T23:25:28Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b55a86778169c8a-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 23:24:31 GMT"",
            ""request-id"": ""req_01SnFmqdwMfpXqbEe7YZ3d2K"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""8cfefaa8282175521969efffcbd54597"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01SnFmqdwMfpXqbEe7YZ3d2K"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    },
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T23:26:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""0"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T23:26:31Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b55a9de3a57c98c-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 23:25:31 GMT"",
            ""request-id"": ""req_01FKt2VbVwi5GVJC6tyuibdC"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""8fc132917d76460d8c20a701b9db5593"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01FKt2VbVwi5GVJC6tyuibdC"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    },
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T23:26:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""4000"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T23:26:30Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b55aa046ac59c67-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 23:25:37 GMT"",
            ""request-id"": ""req_019yf8FMN966CJbQrRgb4Js4"",
            ""retry-after"": ""54"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""c27549aea2e0b8e3661f2a0054989245"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_019yf8FMN966CJbQrRgb4Js4"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    }
]"
"<p>International Saxophonist/Vocalist Brooks Giles III has taken his high energy musical mixture of Jazz and Blues to Beijing, China, Hong Kong, Singapore, Taiwan, Thailand, Myanmar and Santiago, Chile where he recorded his latest CD, “Romance de Los Andes” with “The Pancho Aranda Trio”. </p><p>His first CD, “Somewhere On Earth, The Bangkok Sessions”, was released in 2002.That same year Brooks and his ensemble were featured on the first ever “Hennessy X.O. Smooth &amp; Mellow Jazz Tour”. After rave reviews, the ensemble was invited to perform again in 2003. </p><p>Brooks has performed with Donald Byrd, The Drifters, Martha Reeves and The Vandellas, Charli Persip, Eldee Young, Ron Affif and Peter Duchin. </p><p>After obtaining his M.F.A. from Queens College’s Aaron Copland School of Music in Queens, New York, Brooks toured Europe with the Broadway musical “Bubbling Brown Sugar”. </p><p>In 1999 Brooks made his acting debut in the Woody Allen film “Sweet &amp; Lowdown”. </p><p>In 2005 he performed on the soundtrack and appeared in the DVD of the original stage play “It’s A Hard Bop Life” by Gregory Charles Royal. </p><p>Brooks continues to perform in large and small ensembles throughout The United States of America and The World. </p>","{music,food,jazz}","ERROR: HttpException: Unable to get a valid response from third party tag provider: [
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T23:25:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""7000"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T23:25:20Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b55a8676ff72d27-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 23:24:31 GMT"",
            ""request-id"": ""req_01YLr9MFDpDr5KiZKmu1BvGB"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""6cd17f0d6b10fd2a1cc47b3edb669d6d"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01YLr9MFDpDr5KiZKmu1BvGB"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    },
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T23:26:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""0"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T23:26:31Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b55a9de2f778292-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 23:25:31 GMT"",
            ""request-id"": ""req_01YMUo9xBkMFLeHup2Ei93Bv"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""d0ab04d3171aeb6136ddd9d7da01a3eb"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01YMUo9xBkMFLeHup2Ei93Bv"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    },
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T23:26:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""13000"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T23:26:18Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b55aa047d0e81fd-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 23:25:37 GMT"",
            ""request-id"": ""req_01Kx9cWdeRxFqDtHXDkvXNPt"",
            ""retry-after"": ""54"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""d30272238799a6641bb080399c6aa99c"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01Kx9cWdeRxFqDtHXDkvXNPt"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    }
]"
<p>Indoor show</p><p>All ages</p><p>Doors 5:00 PM | Show 6:00 PM</p>,{music},"ERROR: HttpException: Unable to get a valid response from third party tag provider: [
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T23:25:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""2000"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T23:25:28Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b55a8677a720814-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 23:24:31 GMT"",
            ""request-id"": ""req_018CCfpPyRKmyyY9uVA9D22s"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""04de5b4b4629bb3ffcdbc0ea8c9cacfd"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_018CCfpPyRKmyyY9uVA9D22s"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    },
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T23:26:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""2000"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T23:26:28Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b55a9de1b53c9a0-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 23:25:31 GMT"",
            ""request-id"": ""req_01MCd7n3bzMWVWs23ry3o6zq"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""a686893996c9beb07ea9b64f29f17069"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01MCd7n3bzMWVWs23ry3o6zq"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    },
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T23:26:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""6000"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T23:26:28Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b55aa046b092d07-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 23:25:37 GMT"",
            ""request-id"": ""req_01PThLnQzZbaEVxLFGaZKF3p"",
            ""retry-after"": ""54"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""ac6f735a5f4ba0b1eaf01aab0c9dcdf2"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01PThLnQzZbaEVxLFGaZKF3p"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    }
]"
"<p>Join us Friday, February 23rd h for the smooth jazz sounds of The John Smart Quartet.</p>","{music,jazz}","[""music"",""jazz"",""concert""]"
"<p>Aloha!&nbsp;Join us for Hawaii-Y-O themed Family Fun Day at the Whitaker Family YMCA at the Kloiber Foundation Outdoor Pavilion.</p><p>Activities will include Hawaiian themed field games and activities, food trucks, inflatables, DJ, and much more!&nbsp;</p><p>Food and Beverage Vendors:</p><ul><li><a href=""https://www.katieshappyhotdogs.com/"" rel=""noopener noreferrer"" target=""_blank"">Katies Hot Dogs</a>&nbsp;</li><li><a href=""https://www.kona-ice.com/"" rel=""noopener noreferrer"" target=""_blank"">Kona Ice</a></li><li><a href=""https://oldkykettlecorn.com/"" rel=""noopener noreferrer"" target=""_blank"">Old Kentucky Kettle Corn</a>&nbsp;</li><li><a href=""https://www.longertablefc.com/"" rel=""noopener noreferrer"" target=""_blank"">Longer Table</a>&nbsp;</li><li><a href=""https://www.facebook.com/cometealguito.ky/?locale=es_LA"" rel=""noopener noreferrer"" target=""_blank"">Comete Alguito</a></li><li><a href=""https://kystrongbbq.com/"" rel=""noopener noreferrer"" target=""_blank"">KY Strong BBQ</a></li><li><a href=""https://www.facebook.com/sammichmanexpress/"" rel=""noopener noreferrer"" target=""_blank"">Sammich Man Express</a>&nbsp;</li></ul><p>Thank you David and Marci Kloiber for sponsoring this family event. Thank you to <a href=""https://thecharmingtravelco.com/"" rel=""noopener noreferrer"" target=""_blank"">The Charming Travel Co.</a> for sponsoring our field games! The event is free to the community (rain or shine!) and registration is not required.</p><p>See a map of the Family Fun Day set up <a href=""https://jwt-sites-files.storage.googleapis.com/ymcacky-org/s3fs-public/2024-05/Family%20Fun%20Day%20Map%202024.pdf"" rel=""noopener noreferrer"" target=""_blank"">here</a>.</p>",{outdoor},"[""festival"",""music"",""family-friendly""]"
<p>Support TBA</p><p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>,{music},"ERROR: HttpException: Unable to get a valid response from third party tag provider: [
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T23:25:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""8000"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T23:25:18Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b55a8676afa05bb-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 23:24:31 GMT"",
            ""request-id"": ""req_0118nb7VAWKYr4tJ54c1CWEC"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""7228be37bbd95b11dfe2b3b907889805"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_0118nb7VAWKYr4tJ54c1CWEC"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    },
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T23:25:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""22000"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T23:25:00Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b55a8722f44202d-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 23:24:33 GMT"",
            ""request-id"": ""req_01UPAuUNtskVtAr6K4kz21Ep"",
            ""retry-after"": ""58"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""deb34772b5bad94a2a24412561a9b2b6"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01UPAuUNtskVtAr6K4kz21Ep"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    },
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T23:26:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""11000"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T23:26:15Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b55a9e4be811783-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 23:25:32 GMT"",
            ""request-id"": ""req_015vg17cJ2JtSbdxkcJRmBkL"",
            ""retry-after"": ""59"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""1779826440c18a7074f1b96a4da4029b"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_015vg17cJ2JtSbdxkcJRmBkL"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    }
]"
"<p>Live bluegrass the third Thursday of every month, October through April. This month: Tennessee Bluegrass Band. Sponsored by <a href=""https://southlandjamboree.org"" rel=""noopener noreferrer"" target=""_blank"">Southland Jamboree</a>.</p>",{music},"[""music"",""bluegrass"",""live"",""festival""]"
"<p>Join us for an unforgettable Juneteenth Hip-Hop Brunch, where we celebrate with the flavors of delicious brunch bites, made with the freshest ingredients sourced from <a href=""https://www.blacksoilky.com/"" rel=""noopener noreferrer"" target=""_blank"">Black Soil KY</a>. Pair your brunch bites with craft cocktails from Rabbit Hole, expertly mixed by the talented bartenders at Lost Palm. Each sip will transport you to a new level of enjoyment, as you experience the unique flavors and aromas of Kentucky's finest spirits.</p><p>And the entertainment? Our DJs are some of Kentucky's best, and they'll be spinning tunes all day long, creating the perfect atmosphere for you to soak up the vibes and let loose with friends and family.</p><p>Brunch dishes will be available for purchase, so make sure to arrive early to get your fill of the best food, drinks, and music that Kentucky has to offer!</p><p>Music curated by <a href=""https://www.instagram.com/lovedjalways/"" rel=""noopener noreferrer"" target=""_blank"">DJ Always</a> and <a href=""https://www.instagram.com/iamdjforerunner/"" rel=""noopener noreferrer"" target=""_blank"">DJ Forerunner</a>.</p><p>Hosted by <a href=""https://www.instagram.com/what_shayna_say/"" rel=""noopener noreferrer"" target=""_blank"">What Shayna Say</a> and <a href=""https://www.instagram.com/thatswildjones/"" rel=""noopener noreferrer"" target=""_blank"">Jaron Jones</a>.</p>","{food,soulfeast}","[""music"",""hip-hop"",""brunch"",""festival"",""food-and-drink"",""dj"",""celebration"",""juneteenth""]"
"<p>w/ Magnolia Boulevard &amp; Emily Jamerson (<a href=""https://www.theburltickets.com/events/buy-tickets/O78emRK7srRKPQS0Ihwv"" rel=""noopener noreferrer"" target=""_blank"">Night 1</a>, Friday)</p><p>w/ Sam Burchfield &amp; The Scoundrels + Lucas Wayne (<a href=""https://www.theburltickets.com/events/buy-tickets/c3BunbYWWTvnKQ2pUbkZ"" rel=""noopener noreferrer"" target=""_blank"">Night 2</a>, Saturday)</p><p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>",{music},"ERROR: HttpException: Unable to get a valid response from third party tag provider: [
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T23:25:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""2000"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T23:25:28Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b55a8678ba45af9-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 23:24:31 GMT"",
            ""request-id"": ""req_01DxEYQn7rq93P4R7MAnoN6Q"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""9abb5b793b5430550b0e60134921987a"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01DxEYQn7rq93P4R7MAnoN6Q"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    },
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T23:26:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""1000"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T23:26:29Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b55a9de2eeb395e-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 23:25:31 GMT"",
            ""request-id"": ""req_01PeJAUVtqMNFnc9LuvQdT9x"",
            ""retry-after"": ""60"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""1d91fd094f6c1e0a2eb8bcbf3e353c9a"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01PeJAUVtqMNFnc9LuvQdT9x"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    },
    {
        ""status"": 429,
        ""headers"": {
            ""anthropic-ratelimit-requests-limit"": ""50"",
            ""anthropic-ratelimit-requests-remaining"": ""0"",
            ""anthropic-ratelimit-requests-reset"": ""2024-08-18T23:26:31Z"",
            ""anthropic-ratelimit-tokens-limit"": ""40000"",
            ""anthropic-ratelimit-tokens-remaining"": ""18000"",
            ""anthropic-ratelimit-tokens-reset"": ""2024-08-18T23:26:09Z"",
            ""cf-cache-status"": ""DYNAMIC"",
            ""cf-ray"": ""8b55aa045d152d27-IAD"",
            ""connection"": ""keep-alive"",
            ""content-length"": ""350"",
            ""content-type"": ""application/json"",
            ""date"": ""Sun, 18 Aug 2024 23:25:37 GMT"",
            ""request-id"": ""req_01RKo7MndBYaHaFDdLkCGobK"",
            ""retry-after"": ""54"",
            ""server"": ""cloudflare"",
            ""via"": ""1.1 google"",
            ""x-cloud-trace-context"": ""170e5e8a32733a5564b3d3564014743b"",
            ""x-robots-tag"": ""none"",
            ""x-should-retry"": ""true""
        },
        ""request_id"": ""req_01RKo7MndBYaHaFDdLkCGobK"",
        ""error"": {
            ""type"": ""error"",
            ""error"": {
                ""type"": ""rate_limit_error"",
                ""message"": ""Number of requests has exceeded your per-minute rate limit (https://docs.anthropic.com/en/api/rate-limits); see the response headers for current usage. Please try again later or contact sales at https://www.anthropic.com/contact-sales to discuss your options for a rate limit increase.""
            }
        }
    }
]"
"<p>Live classical music the third Sunday of every month, September through April.</p>",{music},"[""music"",""classical"",""recurring-event""]"
